Number,Species,Plot_Trans_Survey,Time,Plot,Transect,Subplot,Plot_Trans,survey,Date,Observer,Weather,Vegetation,Leaf_Litter,Humidity,Temp,Precip,tpi_100,elev,Slope,Aspect,solar,twi_10,Lat,Long,bearing,Comments
4,PJOR,26-2-6/14/2012,23:49,26,2,20-25,26-2,1,06/14/2012,JAC,Mist,Wet,Wet,92.5,12.7,5.202347279,4.58642578125,1772.24169922000,7.01993751526,113.70352935800,345,-8.75903892517,35.566677,-83.478502,210,
1,GPOR,26-2-6/14/2012,23:49,26,2,20-25,26-2,1,06/14/2012,JAC,Mist,Wet,Wet,92.5,12.7,5.202347279,4.58642578125,1772.24169922000,7.01993751526,113.70352935800,345,-8.75903892517,35.566677,-83.478502,210,
1,DOCO,26-3-6/14/2012,23:49,26,3,0-5,26-3,1,06/14/2012,DJH,Mist,Wet,Wet,92.5,12.7,5.202347279,3.33642578125,1772.17248535000,8.74941349030,131.61541748000,238,-8.63047313690,35.566663,-83.478537,210,
1,PJOR,26-3-6/14/2012,23:49,26,3,0-5,26-3,1,06/14/2012,DJH,Mist,Wet,Wet,92.5,12.7,5.202347279,3.33642578125,1772.17248535000,8.74941349030,131.61541748000,238,-8.63047313690,35.566663,-83.478537,210,
1,PJOR,26-3-6/14/2012,23:49,26,3,5-10,26-3,1,06/14/2012,DJH,Mist,Wet,Wet,92.5,12.7,5.202347279,3.33642578125,1772.17248535000,8.74941349030,131.61541748000,238,-8.63047313690,35.566663,-83.478537,210,
2,PJOR,26-3-6/14/2012,23:49,26,3,10-15,26-3,1,06/14/2012,DJH,Mist,Wet,Wet,92.5,12.7,5.202347279,3.33642578125,1772.17248535000,8.74941349030,131.61541748000,238,-8.63047313690,35.566663,-83.478537,210,
1,GPOR,26-3-6/14/2012,23:49,26,3,10-15,26-3,1,06/14/2012,DJH,Mist,Wet,Wet,92.5,12.7,5.202347279,3.33642578125,1772.17248535000,8.74941349030,131.61541748000,238,-8.63047313690,35.566663,-83.478537,210,
1,DOCO,26-3-6/14/2012,23:49,26,3,15-20,26-3,1,06/14/2012,DJH,Mist,Wet,Wet,92.5,12.7,5.202347279,3.33642578125,1772.17248535000,8.74941349030,131.61541748000,238,-8.63047313690,35.566663,-83.478537,210,
3,PJOR,26-3-6/14/2012,23:49,26,3,20-25,26-3,1,06/14/2012,DJH,Mist,Wet,Wet,92.5,12.7,5.202347279,3.33642578125,1772.17248535000,8.74941349030,131.61541748000,238,-8.63047313690,35.566663,-83.478537,210,
1,PJOR,26-4-6/14/2012,23:49,26,4,0-5,26-4,1,06/14/2012,JRM,Mist,Wet,Wet,92.5,12.7,5.202347279,3.35375976563,1775.00415039000,6.70411014557,125.35726928700,279,-8.73181152344,35.566677,-83.478737,210,
1,PJOR,26-4-6/14/2012,23:49,26,4,5-10,26-4,1,06/14/2012,JRM,Mist,Wet,Wet,92.5,12.7,5.202347279,3.35375976563,1775.00415039000,6.70411014557,125.35726928700,279,-8.73181152344,35.566677,-83.478737,210,
0,NA,26-4-6/14/2012,23:49,26,4,10-15,26-4,1,06/14/2012,JRM,Mist,Wet,Wet,92.5,12.7,5.202347279,3.35375976563,1775.00415039000,6.70411014557,125.35726928700,279,-8.73181152344,35.566677,-83.478737,210,
1,PJOR,26-4-6/14/2012,23:49,26,4,15-20,26-4,1,06/14/2012,JRM,Mist,Wet,Wet,92.5,12.7,5.202347279,3.35375976563,1775.00415039000,6.70411014557,125.35726928700,279,-8.73181152344,35.566677,-83.478737,210,
0,NA,26-4-6/14/2012,23:49,26,4,20-25,26-4,1,06/14/2012,JRM,Mist,Wet,Wet,92.5,12.7,5.202347279,3.35375976563,1775.00415039000,6.70411014557,125.35726928700,279,-8.73181152344,35.566677,-83.478737,210,
1,DOCO,27-1-6/14/2012,10:42,27,1,0-5,27-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,2.70886230469,2014.05871582000,7.23443794250,260.52020263700,516,-8.42194938660,35.562736,-83.499592,trail,
1,EWIL,27-1-6/14/2012,10:42,27,1,0-5,27-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,2.70886230469,2014.05871582000,7.23443794250,260.52020263700,516,-8.42194938660,35.562736,-83.499592,trail,
1,PJOR,27-1-6/14/2012,10:42,27,1,5-10,27-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,2.70886230469,2014.05871582000,7.23443794250,260.52020263700,516,-8.42194938660,35.562736,-83.499592,trail,
2,PJOR,27-1-6/14/2012,10:42,27,1,10-15,27-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,2.70886230469,2014.05871582000,7.23443794250,260.52020263700,516,-8.42194938660,35.562736,-83.499592,trail,
1,PJOR,27-1-6/14/2012,10:42,27,1,15-20,27-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,2.70886230469,2014.05871582000,7.23443794250,260.52020263700,516,-8.42194938660,35.562736,-83.499592,trail,
1,DOCO,27-1-6/14/2012,10:42,27,1,20-25,27-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,2.70886230469,2014.05871582000,7.23443794250,260.52020263700,516,-8.42194938660,35.562736,-83.499592,trail,
1,DWRI,27-2-6/14/2012,10:42,27,2,0-5,27-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,5.204565048,4.02612304688,2010.97045898000,10.72181129460,256.50173950200,489,-9.17274665833,35.562655,-83.499841,trail,
1,PJOR,27-2-6/14/2012,10:42,27,2,5-10,27-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,5.204565048,4.02612304688,2010.97045898000,10.72181129460,256.50173950200,489,-9.17274665833,35.562655,-83.499841,trail,
1,DOCO,27-2-6/14/2012,10:42,27,2,10-15,27-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,5.204565048,4.02612304688,2010.97045898000,10.72181129460,256.50173950200,489,-9.17274665833,35.562655,-83.499841,trail,
1,EWIL,27-2-6/14/2012,10:42,27,2,10-15,27-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,5.204565048,4.02612304688,2010.97045898000,10.72181129460,256.50173950200,489,-9.17274665833,35.562655,-83.499841,trail,
2,DWRI,27-2-6/14/2012,10:42,27,2,10-15,27-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,5.204565048,4.02612304688,2010.97045898000,10.72181129460,256.50173950200,489,-9.17274665833,35.562655,-83.499841,trail,
0,NA,27-2-6/14/2012,10:42,27,2,15-20,27-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,5.204565048,4.02612304688,2010.97045898000,10.72181129460,256.50173950200,489,-9.17274665833,35.562655,-83.499841,trail,
1,PJOR,27-2-6/14/2012,10:42,27,2,20-25,27-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,5.204565048,4.02612304688,2010.97045898000,10.72181129460,256.50173950200,489,-9.17274665833,35.562655,-83.499841,trail,
5,DWRI,27-2-6/14/2012,10:42,27,2,20-25,27-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,5.204565048,4.02612304688,2010.97045898000,10.72181129460,256.50173950200,489,-9.17274665833,35.562655,-83.499841,trail,
1,PJOR,27-3-6/14/2012,10:42,27,3,0-5,27-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,5.204565048,4.40576171875,2006.69287109000,8.00996971130,246.81211853000,466,-8.95482349396,35.562618,-83.50011,trail,
0,NA,27-3-6/14/2012,10:42,27,3,5-10,27-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,5.204565048,4.40576171875,2006.69287109000,8.00996971130,246.81211853000,466,-8.95482349396,35.562618,-83.50011,trail,
2,DOCO,27-3-6/14/2012,10:42,27,3,10-15,27-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,5.204565048,4.40576171875,2006.69287109000,8.00996971130,246.81211853000,466,-8.95482349396,35.562618,-83.50011,trail,
2,DWRI,27-3-6/14/2012,10:42,27,3,15-20,27-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,5.204565048,4.40576171875,2006.69287109000,8.00996971130,246.81211853000,466,-8.95482349396,35.562618,-83.50011,trail,
0,NA,27-3-6/14/2012,10:42,27,3,20-25,27-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,5.204565048,4.40576171875,2006.69287109000,8.00996971130,246.81211853000,466,-8.95482349396,35.562618,-83.50011,trail,
1,PJOR,27-4-6/14/2012,10:42,27,4,0-5,27-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,5.37756347656,2004.58312988000,7.47379970551,271.54669189500,539,-8.85111522675,35.56262,-83.500326,trail,
1,DOCO,27-4-6/14/2012,10:42,27,4,5-10,27-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,5.37756347656,2004.58312988000,7.47379970551,271.54669189500,539,-8.85111522675,35.56262,-83.500326,trail,
1,DWRI,27-4-6/14/2012,10:42,27,4,5-10,27-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,5.37756347656,2004.58312988000,7.47379970551,271.54669189500,539,-8.85111522675,35.56262,-83.500326,trail,
1,PJOR,27-4-6/14/2012,10:42,27,4,10-15,27-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,5.37756347656,2004.58312988000,7.47379970551,271.54669189500,539,-8.85111522675,35.56262,-83.500326,trail,
2,DWRI,27-4-6/14/2012,10:42,27,4,10-15,27-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,5.37756347656,2004.58312988000,7.47379970551,271.54669189500,539,-8.85111522675,35.56262,-83.500326,trail,
1,DWRI,27-4-6/14/2012,10:42,27,4,15-20,27-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,5.37756347656,2004.58312988000,7.47379970551,271.54669189500,539,-8.85111522675,35.56262,-83.500326,trail,
3,PJOR,27-4-6/14/2012,10:42,27,4,20-25,27-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,5.204565048,5.37756347656,2004.58312988000,7.47379970551,271.54669189500,539,-8.85111522675,35.56262,-83.500326,trail,
0,NA,28-1-6/14/2012,10:05,28,1,0-5,28-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.48815917969,2018.53234863000,11.99839878080,356.46936035200,214,-8.73395252228,35.563192,-83.498608,trail,
1,EWIL,28-1-6/14/2012,10:05,28,1,5-10,28-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.48815917969,2018.53234863000,11.99839878080,356.46936035200,214,-8.73395252228,35.563192,-83.498608,trail,
1,DWRI,28-1-6/14/2012,10:05,28,1,5-10,28-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.48815917969,2018.53234863000,11.99839878080,356.46936035200,214,-8.73395252228,35.563192,-83.498608,trail,
0,NA,28-1-6/14/2012,10:05,28,1,10-15,28-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.48815917969,2018.53234863000,11.99839878080,356.46936035200,214,-8.73395252228,35.563192,-83.498608,trail,
0,NA,28-1-6/14/2012,10:05,28,1,15-20,28-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.48815917969,2018.53234863000,11.99839878080,356.46936035200,214,-8.73395252228,35.563192,-83.498608,trail,
0,NA,28-1-6/14/2012,10:05,28,1,20-25,28-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.48815917969,2018.53234863000,11.99839878080,356.46936035200,214,-8.73395252228,35.563192,-83.498608,trail,
0,NA,28-2-6/14/2012,10:05,28,2,0-5,28-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.85845089,1.55065917969,2013.79956055000,12.57667160030,3.58014392853,210,-8.37937641144,35.56338,-83.49851,trail,
0,NA,28-2-6/14/2012,10:05,28,2,5-10,28-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.85845089,1.55065917969,2013.79956055000,12.57667160030,3.58014392853,210,-8.37937641144,35.56338,-83.49851,trail,
0,NA,28-2-6/14/2012,10:05,28,2,10-15,28-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.85845089,1.55065917969,2013.79956055000,12.57667160030,3.58014392853,210,-8.37937641144,35.56338,-83.49851,trail,
0,NA,28-2-6/14/2012,10:05,28,2,15-20,28-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.85845089,1.55065917969,2013.79956055000,12.57667160030,3.58014392853,210,-8.37937641144,35.56338,-83.49851,trail,
1,PJOR,28-2-6/14/2012,10:05,28,2,20-25,28-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.85845089,1.55065917969,2013.79956055000,12.57667160030,3.58014392853,210,-8.37937641144,35.56338,-83.49851,trail,
2,DWRI,28-2-6/14/2012,10:05,28,2,20-25,28-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.85845089,1.55065917969,2013.79956055000,12.57667160030,3.58014392853,210,-8.37937641144,35.56338,-83.49851,trail,
0,NA,28-3-6/14/2012,10:05,28,3,0-5,28-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.85845089,1.90356445313,2013.73889160000,12.62079048160,353.13287353500,218,-8.56868362427,35.563412,-83.498692,trail,
1,DOCO,28-3-6/14/2012,10:05,28,3,5-10,28-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.85845089,1.90356445313,2013.73889160000,12.62079048160,353.13287353500,218,-8.56868362427,35.563412,-83.498692,trail,
0,NA,28-3-6/14/2012,10:05,28,3,10-15,28-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.85845089,1.90356445313,2013.73889160000,12.62079048160,353.13287353500,218,-8.56868362427,35.563412,-83.498692,trail,
1,PJOR,28-3-6/14/2012,10:05,28,3,15-20,28-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.85845089,1.90356445313,2013.73889160000,12.62079048160,353.13287353500,218,-8.56868362427,35.563412,-83.498692,trail,
1,DWRI,28-3-6/14/2012,10:05,28,3,20-25,28-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.85845089,1.90356445313,2013.73889160000,12.62079048160,353.13287353500,218,-8.56868362427,35.563412,-83.498692,trail,
1,EWIL,28-4-6/14/2012,10:05,28,4,0-5,28-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.53527832031,2014.38354492000,11.93163204190,332.99508667000,286,-8.31208324432,35.563308,-83.49895,trail,
1,DWRI,28-4-6/14/2012,10:05,28,4,0-5,28-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.53527832031,2014.38354492000,11.93163204190,332.99508667000,286,-8.31208324432,35.563308,-83.49895,trail,
1,DWRI,28-4-6/14/2012,10:05,28,4,5-10,28-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.53527832031,2014.38354492000,11.93163204190,332.99508667000,286,-8.31208324432,35.563308,-83.49895,trail,
1,DOCO,28-4-6/14/2012,10:05,28,4,10-15,28-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.53527832031,2014.38354492000,11.93163204190,332.99508667000,286,-8.31208324432,35.563308,-83.49895,trail,
0,NA,28-4-6/14/2012,10:05,28,4,15-20,28-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.53527832031,2014.38354492000,11.93163204190,332.99508667000,286,-8.31208324432,35.563308,-83.49895,trail,
1,DOCO,28-4-6/14/2012,10:05,28,4,20-25,28-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.53527832031,2014.38354492000,11.93163204190,332.99508667000,286,-8.31208324432,35.563308,-83.49895,trail,
1,EWIL,28-4-6/14/2012,10:05,28,4,20-25,28-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.85845089,2.53527832031,2014.38354492000,11.93163204190,332.99508667000,286,-8.31208324432,35.563308,-83.49895,trail,
0,NA,29-1-6/14/2012,9:35,29,1,0-5,29-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,2.65588378906,2021.89465332000,8.01474571228,44.55759811400,318,-8.53398895264,35.562898,-83.498241,trail,
0,NA,29-1-6/14/2012,9:35,29,1,5-10,29-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,2.65588378906,2021.89465332000,8.01474571228,44.55759811400,318,-8.53398895264,35.562898,-83.498241,trail,
0,NA,29-1-6/14/2012,9:35,29,1,10-15,29-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,2.65588378906,2021.89465332000,8.01474571228,44.55759811400,318,-8.53398895264,35.562898,-83.498241,trail,
1,DOCO,29-1-6/14/2012,9:35,29,1,15-20,29-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,2.65588378906,2021.89465332000,8.01474571228,44.55759811400,318,-8.53398895264,35.562898,-83.498241,trail,
0,NA,29-1-6/14/2012,9:35,29,1,20-25,29-1,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,2.65588378906,2021.89465332000,8.01474571228,44.55759811400,318,-8.53398895264,35.562898,-83.498241,trail,
0,NA,29-2-6/14/2012,9:35,29,2,0-5,29-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.793395042,2.37719726563,2020.77416992000,10.46726131440,62.17467498780,388,-8.38790321350,35.562763,-83.498024,trail,
1,GPOR,29-2-6/14/2012,9:35,29,2,5-10,29-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.793395042,2.37719726563,2020.77416992000,10.46726131440,62.17467498780,388,-8.38790321350,35.562763,-83.498024,trail,
1,DWRI,29-2-6/14/2012,9:35,29,2,10-15,29-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.793395042,2.37719726563,2020.77416992000,10.46726131440,62.17467498780,388,-8.38790321350,35.562763,-83.498024,trail,
3,PJOR,29-2-6/14/2012,9:35,29,2,15-20,29-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.793395042,2.37719726563,2020.77416992000,10.46726131440,62.17467498780,388,-8.38790321350,35.562763,-83.498024,trail,
0,NA,29-2-6/14/2012,9:35,29,2,20-25,29-2,1,06/14/2012,JAC,Mist,Wet,Wet,88,13.4,6.793395042,2.37719726563,2020.77416992000,10.46726131440,62.17467498780,388,-8.38790321350,35.562763,-83.498024,trail,
0,NA,29-3-6/14/2012,9:35,29,3,0-5,29-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.793395042,2.27136230469,2020.41589355000,9.49324035645,81.23699188230,442,-8.02519702911,35.562561,-83.49788,trail,
2,PJOR,29-3-6/14/2012,9:35,29,3,5-10,29-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.793395042,2.27136230469,2020.41589355000,9.49324035645,81.23699188230,442,-8.02519702911,35.562561,-83.49788,trail,
1,DOCO,29-3-6/14/2012,9:35,29,3,15-20,29-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.793395042,2.27136230469,2020.41589355000,9.49324035645,81.23699188230,442,-8.02519702911,35.562561,-83.49788,trail,
0,NA,29-3-6/14/2012,9:35,29,3,20-25,29-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.793395042,2.27136230469,2020.41589355000,9.49324035645,81.23699188230,442,-8.02519702911,35.562561,-83.49788,trail,
0,NA,29-3-6/14/2012,9:35,29,3,10-15,29-3,1,06/14/2012,DJH,Mist,Wet,Wet,88,13.4,6.793395042,2.27136230469,2020.41589355000,9.49324035645,81.23699188230,442,-8.02519702911,35.562561,-83.49788,trail,
0,NA,29-4-6/14/2012,9:35,29,4,0-5,29-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,1.60412597656,2017.61328125000,8.34118938446,90.79404449460,442,-7.97441530228,35.562402,-83.49769,trail,
0,NA,29-4-6/14/2012,9:35,29,4,5-10,29-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,1.60412597656,2017.61328125000,8.34118938446,90.79404449460,442,-7.97441530228,35.562402,-83.49769,trail,
1,PJOR,29-4-6/14/2012,9:35,29,4,10-15,29-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,1.60412597656,2017.61328125000,8.34118938446,90.79404449460,442,-7.97441530228,35.562402,-83.49769,trail,
1,DWRI,29-4-6/14/2012,9:35,29,4,15-20,29-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,1.60412597656,2017.61328125000,8.34118938446,90.79404449460,442,-7.97441530228,35.562402,-83.49769,trail,
1,PJOR,29-4-6/14/2012,9:35,29,4,20-25,29-4,1,06/14/2012,WEP,Mist,Wet,Wet,88,13.4,6.793395042,1.60412597656,2017.61328125000,8.34118938446,90.79404449460,442,-7.97441530228,35.562402,-83.49769,trail,
2,PJOR,30-1-6/15/2012,10:11,30,1,0-5,30-1,1,06/15/2012,WEP,Clear,Damp,Damp,87,16.6,10.43465042,-4.25354003906,1478.77343750000,46.23075866700,39.15453720090,151,-8.35288333893,35.616384,-83.420119,310,
2,PJOR,30-1-6/15/2012,10:11,30,1,5-10,30-1,1,06/15/2012,WEP,Clear,Damp,Damp,87,16.6,10.43465042,-4.25354003906,1478.77343750000,46.23075866700,39.15453720090,151,-8.35288333893,35.616384,-83.420119,310,
2,PJOR,30-1-6/15/2012,10:11,30,1,10-15,30-1,1,06/15/2012,WEP,Clear,Damp,Damp,87,16.6,10.43465042,-4.25354003906,1478.77343750000,46.23075866700,39.15453720090,151,-8.35288333893,35.616384,-83.420119,310,
1,PJOR,30-1-6/15/2012,10:11,30,1,15-20,30-1,1,06/15/2012,WEP,Clear,Damp,Damp,87,16.6,10.43465042,-4.25354003906,1478.77343750000,46.23075866700,39.15453720090,151,-8.35288333893,35.616384,-83.420119,310,
3,PJOR,30-1-6/15/2012,10:11,30,1,20-25,30-1,1,06/15/2012,WEP,Clear,Damp,Damp,87,16.6,10.43465042,-4.25354003906,1478.77343750000,46.23075866700,39.15453720090,151,-8.35288333893,35.616384,-83.420119,310,
1,PJOR,30-2-6/15/2012,10:11,30,2,0-5,30-2,1,06/15/2012,JAC,Clear,Damp,Damp,87,16.6,10.43465042,-0.13439941406,1480.90954590000,46.97035598750,36.19441986080,145,-8.96507167816,35.616467,-83.420359,310,
1,DOCO,30-2-6/15/2012,10:11,30,2,5-10,30-2,1,06/15/2012,JAC,Clear,Damp,Damp,87,16.6,10.43465042,-0.13439941406,1480.90954590000,46.97035598750,36.19441986080,145,-8.96507167816,35.616467,-83.420359,310,
1,PJOR,30-2-6/15/2012,10:11,30,2,5-10,30-2,1,06/15/2012,JAC,Clear,Damp,Damp,87,16.6,10.43465042,-0.13439941406,1480.90954590000,46.97035598750,36.19441986080,145,-8.96507167816,35.616467,-83.420359,310,
3,PJOR,30-2-6/15/2012,10:11,30,2,10-15,30-2,1,06/15/2012,JAC,Clear,Damp,Damp,87,16.6,10.43465042,-0.13439941406,1480.90954590000,46.97035598750,36.19441986080,145,-8.96507167816,35.616467,-83.420359,310,
2,PJOR,30-2-6/15/2012,10:11,30,2,15-20,30-2,1,06/15/2012,JAC,Clear,Damp,Damp,87,16.6,10.43465042,-0.13439941406,1480.90954590000,46.97035598750,36.19441986080,145,-8.96507167816,35.616467,-83.420359,310,
3,PJOR,30-2-6/15/2012,10:11,30,2,20-25,30-2,1,06/15/2012,JAC,Clear,Damp,Damp,87,16.6,10.43465042,-0.13439941406,1480.90954590000,46.97035598750,36.19441986080,145,-8.96507167816,35.616467,-83.420359,310,
1,DOCO,31-1-6/15/2012,10:28,31,1,0-5,31-1,1,06/15/2012,WEP,Clear,Damp,Damp,90.1,15.1,0.375676244,1.07397460938,1511.17053223000,20.54330825810,231.45834350600,89,-8.00759124756,35.615067,-83.423492,100,
3,PJOR,31-1-6/15/2012,10:28,31,1,0-5,31-1,1,06/15/2012,WEP,Clear,Damp,Damp,90.1,15.1,0.375676244,1.07397460938,1511.17053223000,20.54330825810,231.45834350600,89,-8.00759124756,35.615067,-83.423492,100,
4,PJOR,31-1-6/15/2012,10:28,31,1,5-10,31-1,1,06/15/2012,WEP,Clear,Damp,Damp,90.1,15.1,0.375676244,1.07397460938,1511.17053223000,20.54330825810,231.45834350600,89,-8.00759124756,35.615067,-83.423492,100,
10,PJOR,31-1-6/15/2012,10:28,31,1,10-15,31-1,1,06/15/2012,WEP,Clear,Damp,Damp,90.1,15.1,0.375676244,1.07397460938,1511.17053223000,20.54330825810,231.45834350600,89,-8.00759124756,35.615067,-83.423492,100,
4,PJOR,31-1-6/15/2012,10:28,31,1,15-20,31-1,1,06/15/2012,WEP,Clear,Damp,Damp,90.1,15.1,0.375676244,1.07397460938,1511.17053223000,20.54330825810,231.45834350600,89,-8.00759124756,35.615067,-83.423492,100,
5,PJOR,31-1-6/15/2012,10:28,31,1,20-25,31-1,1,06/15/2012,WEP,Clear,Damp,Damp,90.1,15.1,0.375676244,1.07397460938,1511.17053223000,20.54330825810,231.45834350600,89,-8.00759124756,35.615067,-83.423492,100,
1,PJOR,31-2-6/15/2012,10:28,31,2,0-5,31-2,1,06/15/2012,JAC,Clear,Damp,Damp,90.1,15.1,0.375676244,0.76623535156,1513.94250488000,24.72491645810,234.47383117700,102,-8.20486927032,35.615008,-83.423344,100,
2,PJOR,31-2-6/15/2012,10:28,31,2,5-10,31-2,1,06/15/2012,JAC,Clear,Damp,Damp,90.1,15.1,0.375676244,0.76623535156,1513.94250488000,24.72491645810,234.47383117700,102,-8.20486927032,35.615008,-83.423344,100,
4,PJOR,31-2-6/15/2012,10:28,31,2,10-15,31-2,1,06/15/2012,JAC,Clear,Damp,Damp,90.1,15.1,0.375676244,0.76623535156,1513.94250488000,24.72491645810,234.47383117700,102,-8.20486927032,35.615008,-83.423344,100,
1,DOCO,31-2-6/15/2012,10:28,31,2,15-20,31-2,1,06/15/2012,JAC,Clear,Damp,Damp,90.1,15.1,0.375676244,0.76623535156,1513.94250488000,24.72491645810,234.47383117700,102,-8.20486927032,35.615008,-83.423344,100,
5,PJOR,31-2-6/15/2012,10:28,31,2,15-20,31-2,1,06/15/2012,JAC,Clear,Damp,Damp,90.1,15.1,0.375676244,0.76623535156,1513.94250488000,24.72491645810,234.47383117700,102,-8.20486927032,35.615008,-83.423344,100,
4,PJOR,31-2-6/15/2012,10:28,31,2,20-25,31-2,1,06/15/2012,JAC,Clear,Damp,Damp,90.1,15.1,0.375676244,0.76623535156,1513.94250488000,24.72491645810,234.47383117700,102,-8.20486927032,35.615008,-83.423344,100,
0,NA,32-1-6/15/2012,9:52,32,1,0-5,32-1,1,06/15/2012,WEP,Clear,Damp,Damp,78.2,20.5,0.365785599,-5.85437011719,1383.22680664000,8.80704784393,336.11001586900,0,-1.64918494225,35.623805,-83.416472,100,
0,NA,32-1-6/15/2012,9:52,32,1,5-10,32-1,1,06/15/2012,WEP,Clear,Damp,Damp,78.2,20.5,0.365785599,-5.85437011719,1383.22680664000,8.80704784393,336.11001586900,0,-1.64918494225,35.623805,-83.416472,100,
1,DIMI,32-1-6/15/2012,9:52,32,1,10-15,32-1,1,06/15/2012,WEP,Clear,Damp,Damp,78.2,20.5,0.365785599,-5.85437011719,1383.22680664000,8.80704784393,336.11001586900,0,-1.64918494225,35.623805,-83.416472,100,
2,PJOR,32-1-6/15/2012,9:52,32,1,10-15,32-1,1,06/15/2012,WEP,Clear,Damp,Damp,78.2,20.5,0.365785599,-5.85437011719,1383.22680664000,8.80704784393,336.11001586900,0,-1.64918494225,35.623805,-83.416472,100,
