"no"	"site"	"region"	"site2"	"area"	"elevation"	"landuse"	"year"	"count1"	"count2"	"mean.density"
305	"BE25"	"Aare"	"Emmental"	9.87	493	"arable"	2007	NA	NA	NA
306	"BE25"	"Aare"	"Emmental"	9.87	493	"arable"	2008	NA	NA	NA
307	"BE27"	"Aare"	NA	2.59	436	"arable"	1992	22	10	8.4942084942085
308	"BE27"	"Aare"	NA	2.59	436	"arable"	1993	13	12	5.01930501930502
309	"BE27"	"Aare"	NA	2.59	436	"arable"	1994	7	11	4.24710424710425
310	"BE27"	"Aare"	NA	2.59	436	"arable"	1995	13	12	5.01930501930502
311	"BE27"	"Aare"	NA	2.59	436	"arable"	1996	NA	NA	NA
312	"BE27"	"Aare"	NA	2.59	436	"arable"	1997	NA	NA	NA
313	"BE27"	"Aare"	NA	2.59	436	"arable"	1998	7	5	2.70270270270270
314	"BE27"	"Aare"	NA	2.59	436	"arable"	1999	NA	NA	NA
315	"BE27"	"Aare"	NA	2.59	436	"arable"	2000	2	5	1.93050193050193
316	"BE27"	"Aare"	NA	2.59	436	"arable"	2001	NA	NA	NA
317	"BE27"	"Aare"	NA	2.59	436	"arable"	2002	NA	NA	NA
318	"BE27"	"Aare"	NA	2.59	436	"arable"	2003	NA	NA	NA
319	"BE27"	"Aare"	NA	2.59	436	"arable"	2004	NA	NA	NA
320	"BE27"	"Aare"	NA	2.59	436	"arable"	2005	1	1	0.386100386100386
321	"BE27"	"Aare"	NA	2.59	436	"arable"	2006	NA	NA	NA
322	"BE27"	"Aare"	NA	2.59	436	"arable"	2007	NA	NA	NA
323	"BE27"	"Aare"	NA	2.59	436	"arable"	2008	NA	NA	NA
324	"BE28"	"Aare"	NA	2.44	422	"arable"	1992	7	5	2.86885245901639
325	"BE28"	"Aare"	NA	2.44	422	"arable"	1993	6	4	2.45901639344262
326	"BE28"	"Aare"	NA	2.44	422	"arable"	1994	3	1	1.22950819672131
327	"BE28"	"Aare"	NA	2.44	422	"arable"	1995	NA	2	0.819672131147541
328	"BE28"	"Aare"	NA	2.44	422	"arable"	1996	NA	NA	NA
329	"BE28"	"Aare"	NA	2.44	422	"arable"	1997	NA	NA	NA
330	"BE28"	"Aare"	NA	2.44	422	"arable"	1998	NA	2	0.819672131147541
331	"BE28"	"Aare"	NA	2.44	422	"arable"	1999	NA	NA	NA
332	"BE28"	"Aare"	NA	2.44	422	"arable"	2000	NA	NA	NA
333	"BE28"	"Aare"	NA	2.44	422	"arable"	2001	NA	NA	NA
334	"BE28"	"Aare"	NA	2.44	422	"arable"	2002	NA	NA	NA
335	"BE28"	"Aare"	NA	2.44	422	"arable"	2003	NA	NA	NA
336	"BE28"	"Aare"	NA	2.44	422	"arable"	2004	NA	NA	NA
337	"BE28"	"Aare"	NA	2.44	422	"arable"	2005	5	7	2.86885245901639
338	"BE28"	"Aare"	NA	2.44	422	"arable"	2006	NA	NA	NA
339	"BE28"	"Aare"	NA	2.44	422	"arable"	2007	NA	NA	NA
340	"BE28"	"Aare"	NA	2.44	422	"arable"	2008	NA	NA	NA
341	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	1992	NA	NA	NA
342	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	1993	NA	NA	NA
343	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	1994	NA	NA	NA
344	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	1995	NA	NA	NA
345	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	1996	17	18	2.75229357798165
346	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	1997	15	12	2.29357798165138
347	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	1998	18	15	2.75229357798165
348	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	1999	NA	19	2.90519877675841
349	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	2000	31	18	4.74006116207951
350	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	2001	37	32	5.65749235474006
351	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	2002	28	17	4.28134556574924
352	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	2003	24	14	3.6697247706422
353	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	2004	15	17	2.59938837920489
354	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	2005	19	17	2.90519877675841
355	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	2006	10	10	1.52905198776758
356	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	2007	18	12	2.75229357798165
357	"BL02"	"Baselland"	"Ettingen"	6.54	350	"arable"	2008	13	11	1.98776758409786
358	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	1992	NA	NA	NA
359	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	1993	NA	NA	NA
360	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	1994	NA	NA	NA
361	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	1995	NA	NA	NA
362	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	1996	NA	33	4.72779369627507
363	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	1997	30	33	4.72779369627507
364	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	1998	21	29	4.15472779369628
365	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	1999	23	33	4.72779369627507
366	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	2000	34	26	4.87106017191977
367	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	2001	29	25	4.15472779369628
368	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	2002	28	21	4.01146131805158
369	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	2003	43	42	6.16045845272206
370	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	2004	37	41	5.87392550143266
371	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	2005	31	24	4.44126074498567
372	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	2006	43	38	6.16045845272206
373	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	2007	39	35	5.58739255014327
374	"BL04"	"Baselland"	"Wenslingen"	6.98	600	"grass"	2008	43	43	6.16045845272206
375	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	1992	NA	NA	NA
376	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	1993	NA	NA	NA
377	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	1994	NA	NA	NA
378	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	1995	NA	NA	NA
379	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	1996	NA	8	0.79129574678536
380	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	1997	NA	5	0.49455984174085
381	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	1998	3	3	0.296735905044510
382	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	1999	5	5	0.49455984174085
383	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	2000	5	7	0.692383778437191
384	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	2001	6	6	0.593471810089021
385	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	2002	6	2	0.593471810089021
386	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	2003	6	3	0.593471810089021
387	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	2004	9	4	0.890207715133531
388	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	2005	5	7	0.692383778437191
389	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	2006	6	4	0.593471810089021
390	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	2007	10	6	0.9891196834817
391	"BL05"	"Baselland"	"Laufen"	10.11	400	"grass"	2008	4	10	0.9891196834817
392	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	1992	NA	NA	NA
393	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	1993	8	NA	0.903954802259887
394	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	1994	NA	NA	NA
395	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	1995	NA	NA	NA
396	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	1996	7	NA	0.790960451977401
397	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	1997	NA	NA	NA
398	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	1998	16	NA	1.80790960451977
399	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	1999	17	NA	1.92090395480226
400	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	2000	21	NA	2.37288135593220
401	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	2001	12	NA	1.35593220338983
402	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	2002	22	NA	2.48587570621469
403	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	2003	19	NA	2.14689265536723
404	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	2004	18	NA	2.03389830508475
405	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	2005	18	NA	2.03389830508475
406	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	2006	NA	NA	NA
407	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	2007	NA	NA	NA
408	"BR02"	"CH.W"	"Broye"	8.85	443	"arable"	2008	NA	NA	NA
409	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	1992	NA	NA	NA
410	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	1993	NA	NA	NA
411	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	1994	NA	NA	NA
412	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	1995	NA	NA	NA
413	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	1996	NA	NA	NA
414	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	1997	NA	NA	NA
415	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	1998	NA	NA	NA
416	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	1999	NA	NA	NA
417	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	2000	NA	NA	NA
418	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	2001	2	NA	0.204918032786885
419	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	2002	9	NA	0.922131147540984
420	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	2003	8	NA	0.819672131147541
421	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	2004	8	NA	0.819672131147541
422	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	2005	5	NA	0.512295081967213
423	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	2006	NA	NA	NA
424	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	2007	NA	NA	NA
425	"BR03"	"CH.W"	"Broye"	9.76	441	"arable"	2008	NA	NA	NA
426	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	1992	NA	NA	NA
427	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	1993	5	NA	0.591715976331361
428	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	1994	NA	NA	NA
429	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	1995	NA	NA	NA
430	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	1996	3	NA	0.355029585798817
431	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	1997	NA	NA	NA
432	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	1998	13	NA	1.53846153846154
433	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	1999	14	NA	1.65680473372781
434	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	2000	25	NA	2.95857988165681
435	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	2001	21	NA	2.48520710059172
436	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	2002	33	NA	3.90532544378698
437	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	2003	30	NA	3.55029585798817
438	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	2004	26	NA	3.07692307692308
439	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	2005	24	NA	2.84023668639053
440	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	2006	NA	NA	NA
441	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	2007	NA	NA	NA
442	"BR04"	"CH.W"	"Broye"	8.45	438	"arable"	2008	NA	NA	NA
443	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	1992	43	NA	7.35042735042735
444	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	1993	45	NA	7.69230769230769
445	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	1994	51	NA	8.71794871794872
446	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	1995	50	NA	8.54700854700855
447	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	1996	27	NA	4.61538461538462
448	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	1997	39	NA	6.66666666666667
449	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	1998	49	NA	8.37606837606838
450	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	1999	71	NA	12.1367521367521
451	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	2000	97	NA	16.5811965811966
452	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	2001	104	NA	17.7777777777778
453	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	2002	87	NA	14.8717948717949
454	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	2003	70	NA	11.9658119658120
455	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	2004	90	NA	15.3846153846154
456	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	2005	114	NA	19.4871794871795
457	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	2006	113	NA	19.3162393162393
458	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	2007	85	NA	14.5299145299145
459	"GE01"	"CH.SW"	"Laconnex"	5.85	430	"arable"	2008	77	NA	13.1623931623932
460	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	1992	44	NA	8.62745098039216
461	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	1993	58	NA	11.3725490196078
462	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	1994	48	NA	9.41176470588235
463	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	1995	55	NA	10.7843137254902
464	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	1996	37	NA	7.25490196078431
465	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	1997	38	NA	7.45098039215686
466	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	1998	36	NA	7.05882352941177
467	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	1999	44	NA	8.62745098039216
468	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	2000	40	NA	7.84313725490196
469	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	2001	30	NA	5.88235294117647
470	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	2002	22	NA	4.31372549019608
471	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	2003	42	NA	8.23529411764706
472	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	2004	51	NA	10
473	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	2005	60	NA	11.7647058823529
474	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	2006	71	NA	13.921568627451
475	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	2007	65	NA	12.7450980392157
476	"GE02"	"CH.SW"	"Presinge"	5.1	473	"arable"	2008	74	NA	14.5098039215686
477	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	1992	NA	NA	NA
478	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	1993	41	NA	9.69267139479905
479	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	1994	47	NA	11.1111111111111
480	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	1995	49	NA	11.5839243498818
481	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	1996	35	NA	8.274231678487
482	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	1997	30	NA	7.09219858156028
483	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	1998	48	NA	11.3475177304965
484	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	1999	53	NA	12.5295508274232
485	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	2000	42	NA	9.9290780141844
486	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	2001	50	NA	11.8203309692671
487	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	2002	58	NA	13.7115839243499
488	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	2003	57	NA	13.4751773049645
489	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	2004	67	NA	15.8392434988180
490	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	2005	57	NA	13.4751773049645
491	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	2006	69	NA	16.3120567375887
492	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	2007	70	NA	16.548463356974
493	"GE03"	"CH.SW"	"Laconnex"	4.23	447	"arable"	2008	52	NA	12.2931442080378
494	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	1992	NA	NA	NA
495	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	1993	3	6	1.19047619047619
496	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	1994	3	7	1.38888888888889
497	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	1995	13	9	2.57936507936508
498	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	1996	14	6	2.77777777777778
499	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	1997	NA	NA	NA
500	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	1998	NA	NA	NA
501	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	1999	5	4	0.992063492063492
502	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	2000	3	4	0.793650793650794
503	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	2001	6	7	1.38888888888889
504	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	2002	5	4	0.992063492063492
505	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	2003	7	4	1.38888888888889
506	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	2004	5	5	0.992063492063492
507	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	2005	11	7	2.18253968253968
508	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	2006	5	5	0.992063492063492
509	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	2007	7	6	1.38888888888889
510	"LI04"	"CH.E"	"Linthebene"	5.04	409	"grass"	2008	8	8	1.58730158730159
511	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	1992	NA	NA	NA
512	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	1993	7	6	1.98300283286119
513	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	1994	4	4	1.13314447592068
514	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	1995	13	11	3.68271954674221
515	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	1996	9	7	2.54957507082153
516	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	1997	11	9	3.11614730878187
517	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	1998	2	1	0.56657223796034
518	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	1999	4	2	1.13314447592068
519	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	2000	1	4	1.13314447592068
520	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	2001	1	2	0.56657223796034
521	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	2002	1	NA	0.28328611898017
522	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	2003	1	NA	0.28328611898017
523	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	2004	NA	3	0.84985835694051
524	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	2005	4	1	1.13314447592068
525	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	2006	2	NA	0.56657223796034
526	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	2007	2	0	0.56657223796034
527	"LI05"	"CH.E"	"Linthebene"	3.53	408	"grass"	2008	1	0	0.28328611898017
528	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	1992	NA	NA	NA
529	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	1993	34	NA	6.17059891107078
530	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	1994	27	20	4.90018148820327
531	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	1995	12	13	2.35934664246824
532	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	1996	7	7	1.27041742286751
533	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	1997	10	14	2.54083484573503
534	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	1998	9	8	1.63339382940109
535	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	1999	15	14	2.72232304900181
536	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	2000	9	8	1.63339382940109
537	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	2001	14	18	3.26678765880218
538	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	2002	9	6	1.63339382940109
539	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	2003	9	10	1.81488203266788
540	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	2004	14	10	2.54083484573503
541	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	2005	3	3	0.544464609800363
542	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	2006	6	NA	1.08892921960073
543	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	2007	3	2	0.544464609800363
544	"LI15"	"CH.E"	"Linthebene"	5.51	408	"grass"	2008	7	9	1.63339382940109
545	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	1992	NA	78	4.72727272727273
546	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	1993	74	88	5.33333333333333
547	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	1994	83	70	5.03030303030303
548	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	1995	51	46	3.09090909090909
549	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	1996	45	34	2.72727272727273
550	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	1997	26	28	1.69696969696970
551	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	1998	27	41	2.48484848484848
552	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	1999	40	36	2.42424242424242
553	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	2000	43	33	2.60606060606061
554	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	2001	38	26	2.30303030303030
555	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	2002	37	27	2.24242424242424
556	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	2003	24	34	2.06060606060606
557	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	2004	39	35	2.36363636363636
558	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	2005	43	42	2.60606060606061
559	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	2006	54	52	3.27272727272727
560	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	2007	49	44	2.96969696969697
561	"LU01"	"CH.Central"	"Wauwilermoos"	16.5	506	"grass"	2008	49	41	2.96969696969697
562	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	1992	NA	NA	NA
563	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	1993	NA	NA	NA
564	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	1994	NA	NA	NA
565	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	1995	NA	NA	NA
566	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	1996	NA	NA	NA
567	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	1997	4	2	0.683760683760684
568	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	1998	11	7	1.88034188034188
569	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	1999	3	13	2.22222222222222
570	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	2000	7	8	1.36752136752137
571	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	2001	6	7	1.19658119658120
572	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	2002	9	6	1.53846153846154
573	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	2003	11	10	1.88034188034188
574	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	2004	12	14	2.39316239316239
575	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	2005	36	23	6.15384615384615
576	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	2006	26	29	4.95726495726496
577	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	2007	19	22	3.76068376068376
578	"LU07A"	"CH.Central"	"Inwil"	5.85	NA	"grass"	2008	2	7	1.19658119658120
579	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	1992	NA	NA	NA
580	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	1993	NA	NA	NA
581	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	1994	NA	NA	NA
582	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	1995	NA	NA	NA
583	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	1996	NA	NA	NA
584	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	1997	18	24	4.67836257309941
585	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	1998	18	16	3.50877192982456
586	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	1999	8	9	1.75438596491228
587	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	2000	8	8	1.55945419103314
588	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	2001	NA	NA	NA
589	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	2002	8	11	2.14424951267057
590	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	2003	5	6	1.16959064327485
591	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	2004	5	7	1.36452241715400
592	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	2005	9	7	1.75438596491228
593	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	2006	NA	NA	NA
594	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	2007	8	15	2.92397660818713
