id,source,contact_name,original_id,site_name,stream_name,latitude,longitude,datum,district,description_1,description_2,lower_boundary,upper_boundary
1466,PFBC,Jason Detar,1414-1,NA,Ontelaunee Creek,40.69826058,-75.76328926,NAD83,,,,,
3052,PFBC,Jason Detar,653-7,NA,Bushkill Creek,40.698889,-75.214167,NAD83,,,,,
1392,PFBC,Jason Detar,1151-1,NA,Halfmoon Creek,40.700556,-78.015278,NAD83,,,,,
3051,PFBC,Jason Detar,653-6,NA,Bushkill Creek,40.70056978,-75.23995862,NAD83,,,,,
16761,NYDEC,NA,NA,NA,Carlls River,40.70186575,-73.32826635,NA,,,,,
2347,PFBC,Jason Detar,3136-2,NA,Bald Eagle Creek,40.70313587,-78.19389655,NAD83,,,,,
2820,PFBC,Jason Detar,4490-1,NA,Spruce Creek,40.70472075,-77.979619,NAD83,,,,,
2781,PFBC,Jason Detar,4282-1,NA,Unt To Ontelaunee Creek (1st west sr309),40.705589,-75.76588947,NAD83,,,,,
16839,NYDEC,NA,NA,NA,Carlls River,40.70612351,-73.32805333,NA,,,,,
16838,NYDEC,NA,NA,NA,Carlls River,40.70767294,-73.32867746,NA,,,,,
3050,PFBC,Jason Detar,653-5,NA,Bushkill Creek,40.708611,-75.246944,NAD83,,,,,
1476,PFBC,Jason Detar,1436-2,NA,Standing Stone Creek,40.70955596,-77.72239349,NAD83,,,,,
2336,PFBC,Jason Detar,3107-2,NA,Cold Run,40.709722,-76.011111,NAD83,,,,,
2640,PFBC,Jason Detar,3815-2,NA,Lingle Creek,40.71271683,-77.64631439,NAD83,,,,,
16765,NYDEC,NA,NA,NA,Carlls River,40.71479912,-73.32810855,NA,,,,,
2100,PFBC,Jason Detar,2717-3,NA,Monocacy Creek,40.715278,-75.395833,NAD83,,,,,
15037,NYDEC,NA,NA,NA,Carlls River,40.71535207,-73.33021386,NA,,,,,
2346,PFBC,Jason Detar,3128-2,NA,Laurel Run,40.71685167,-77.83055533,NAD83,,,,,
2633,PFBC,Jason Detar,3810-2,NA,Laurel Creek,40.719444,-77.6,NAD83,,,,,
2335,PFBC,Jason Detar,3107-1,NA,Cold Run,40.720556,-76.027222,NAD83,,,,,
2119,PFBC,Jason Detar,2732-5,NA,Shoeneck Creek,40.722064,-75.246411,NAD83,,,,,
2635,PFBC,Jason Detar,3811-2,NA,Vanscoyoc Run,40.7232033,-78.2139155,NAD83,,,,,
15044,NYDEC,NA,NA,NA,Carlls River,40.72432269,-73.33697548,NA,,,,,
3091,PFBC,Jason Detar,7360-3,NA,Honey Creek,40.72435661,-77.47469263,NAD83,,,,,
2638,PFBC,Jason Detar,3812-3,NA,Treaster Run,40.726389,-77.526111,NAD83,,,,,
3035,PFBC,Jason Detar,629-2,NA,Beaver Creek,40.728056,-76.017222,NAD83,,,,,
3049,PFBC,Jason Detar,653-4,NA,Bushkill Creek,40.728889,-75.246944,NAD83,,,,,
1874,PFBC,Jason Detar,2311-1,NA,Rogues Harbor Run,40.7307222,-78.65690753,NAD83,,,,,
2099,PFBC,Jason Detar,2717-2,NA,Monocacy Creek,40.732778,-75.398611,NAD83,,,,,
2634,PFBC,Jason Detar,3811-1,NA,Vanscoyoc Run,40.732778,-78.2425,NAD83,,,,,
16992,NYDEC,NA,NA,NA,Belmont Lake,40.73378039,-73.34318207,NA,,,,,
16994,NYDEC,NA,NA,NA,Belmont Lake,40.73390951,-73.34339202,NA,,,,,
16995,NYDEC,NA,NA,NA,Belmont Lake,40.73420019,-73.3410519,NA,,,,,
16993,NYDEC,NA,NA,NA,Belmont Lake,40.73596212,-73.34393322,NA,,,,,
3116,PFBC,Jason Detar,824-1,NA,Unt To Unt To Little Schuylkill R (w penn),40.739639,-75.966167,NAD83,,,,,
3122,PFBC,Jason Detar,844-1,NA,Brushy Run,40.739833,-75.991333,NAD83,,,,,
2639,PFBC,Jason Detar,3814-2,NA,Big Fill Run,40.74043392,-78.20424401,NAD83,,,,,
1842,PFBC,Jason Detar,2245-1,NA,Little Muddy Run,40.740833,-78.396667,NAD83,,,,,
2878,PFBC,Jason Detar,5476-1,NA,Luphers Run,40.741348,-77.16077086,NAD83,,,,,
15264,NYDEC,NA,NA,NA,Carlls River,40.74187866,-73.34381013,NA,,,,,
2120,PFBC,Jason Detar,2734-2,NA,Trout Creek,40.74320337,-75.64287847,NAD83,,,,,
15763,NYDEC,NA,NA,NA,Orowoc Creek,40.74372041,-73.2253261,NA,,,,,
3034,PFBC,Jason Detar,629-1,NA,Beaver Creek,40.744444,-76.020556,NAD83,,,,,
15320,NYDEC,NA,NA,NA,Brown Creek,40.74673188,-73.07600861,NA,,,,,
1785,PFBC,Jason Detar,2168-1,NA,Moshannon Creek,40.74859413,-78.37315907,NAD83,,,,,
1843,PFBC,Jason Detar,2245-2,NA,Little Muddy Run,40.748611,-78.407222,NAD83,,,,,
1830,PFBC,Jason Detar,2220-2,NA,South Witmer Run,40.750833,-78.572222,NAD83,,,,,
13734,NYDEC,NA,NA,NA,West Br Rattlesnake Brook,40.75235843,-73.14454852,NA,,,,,
15774,NYDEC,NA,NA,NA,Alley Creek,40.75863713,-73.74381267,NA,,,,,
1837,PFBC,Jason Detar,2235-2,NA,Beaver Run,40.75953137,-78.76867102,NAD83,,,,,
17494,NYDEC,NA,NA,NA,Connetquot River,40.75975755,-73.14757683,NA,,,,,
3090,PFBC,Jason Detar,7360-2,NA,Honey Creek,40.76032769,-77.38242462,NAD83,,,,,
2642,PFBC,Jason Detar,3817-2,NA,Havice Creek,40.76037693,-77.51870548,NAD83,,,,,
1836,PFBC,Jason Detar,2234-1,NA,Galbraith Gap Run,40.762778,-77.751944,NAD83,,,,,
2114,PFBC,Jason Detar,2728-2,NA,Hokendauqua Creek,40.763807,-75.466733,NAD83,,,,,
17493,NYDEC,NA,NA,NA,Connetquot River,40.76434939,-73.15474728,NA,,,,,
3118,PFBC,Jason Detar,8274-2,NA,UNT (Bowersox Run) to Middle Creek (RM 15.05),40.76535,-77.06243,NAD83,,,,,
1458,PFBC,Jason Detar,1398-2,NA,Hockenberry Run,40.765556,-78.591111,NAD83,,,,,
3062,PFBC,Jason Detar,671-2,NA,Indian Creek,40.766389,-75.511111,NAD83,,,,,
16837,NYDEC,NA,NA,NA,Mud Creek,40.7670998,-72.98016531,NA,,,,,
16340,NYDEC,NA,NA,NA,Mud Creek,40.76751394,-72.98015277,NA,,,,,
16835,NYDEC,NA,NA,NA,Mud Creek,40.76751414,-72.98016461,NA,,,,,
2685,PFBC,Jason Detar,4021-1,NA,Sinking Creek,40.76766543,-77.69481235,NAD83,,,,,
16836,NYDEC,NA,NA,NA,Mud Creek,40.76770321,-72.98015889,NA,,,,,
16341,NYDEC,NA,NA,NA,Mud Creek,40.76777565,-72.98018039,NA,,,,,
16618,NYDEC,NA,NA,NA,Swan Lake,40.76800674,-72.99394059,NA,,,,,
16617,NYDEC,NA,NA,NA,Swan Lake,40.76842768,-72.99431891,NA,,,,,
1833,PFBC,Jason Detar,2224-1,NA,Unt To Middle Creek (paxtonville),40.769722,-77.087222,NAD83,,,,,
1922,PFBC,Jason Detar,2465-1,NA,Potter Run,40.77011943,-77.62864429,NAD83,,,,,
13727,NYDEC,NA,NA,NA,Mud Creek,40.77023914,-72.97580485,NA,,,,,
13726,NYDEC,NA,NA,NA,Mud Creek,40.77030142,-72.97935744,NA,,,,,
1829,PFBC,Jason Detar,2219-1,NA,Kreb Gap Run,40.770833,-77.27,NAD83,,,,,
13705,NYDEC,NA,NA,NA,Carmans River,40.77332094,-72.89632473,NA,,,,,
1371,PFBC,Jason Detar,1058-1,NA,Rabbit Run,40.774653,-75.982342,NAD83,,,,,
15322,NYDEC,NA,NA,NA,Tuthills Creek,40.77574438,-73.033699,NA,,,,,
15321,NYDEC,NA,NA,NA,Tuthills Creek,40.77666489,-73.0348568,NA,,,,,
1838,PFBC,Jason Detar,2237-1,NA,Trim Root Run,40.77667542,-78.32289309,NAD83,,,,,
2637,PFBC,Jason Detar,3812-2,NA,Treaster Run,40.7768055,-77.4308335,NAD83,,,,,
18478,NYDEC,NA,NA,NA,Beaverdam Creek,40.77708266,-72.9164803,NA,,,,,
15330,NYDEC,NA,NA,NA,Beaverdam Creek,40.77728737,-72.91634355,NA,,,,,
1372,PFBC,Jason Detar,1058-2,NA,Rabbit Run,40.77827,-75.96201,NAD83,,,,,
1835,PFBC,Jason Detar,2231-4,NA,Swift Run,40.778345,-77.216481,NAD83,,,,,
15141,NYDEC,NA,NA,NA,Swan River,40.77865221,-72.993324,NA,,,,,
13704,NYDEC,NA,NA,NA,Carmans River,40.77865759,-72.89260141,NA,,,,,
3079,PFBC,Jason Detar,7012-2,NA,Unt To Mahoning Creek (RM 10.09),40.778675,-75.84314,NAD83,,,,,
16622,NYDEC,NA,NA,NA,Swan River,40.78023846,-72.99389245,NA,,,,,
2339,PFBC,Jason Detar,3117-1,NA,Locust Creek,40.781389,-76.128611,NAD83,,,,,
13715,NYDEC,NA,NA,NA,Carmans River,40.78140158,-72.89488468,NA,,,,,
2982,PFBC,Jason Detar,6192-1,NA,Mountain Branch,40.78166667,-78.31564833,NAD83,,,,,
13716,NYDEC,NA,NA,NA,Carmans River,40.78223693,-72.89130321,NA,,,,,
1459,PFBC,Jason Detar,1399-1,NA,Boal Gap Run,40.7825,-77.664444,NAD83,,,,,
1824,PFBC,Jason Detar,2217-2,NA,North Witmer Run,40.7843332,-78.5657776,NAD83,,,,,
13717,NYDEC,NA,NA,NA,Carmans River,40.78491601,-72.89003336,NA,,,,,
13714,NYDEC,NA,NA,NA,Carmans River,40.78495932,-72.89240214,NA,,,,,
2123,PFBC,Jason Detar,2735-4,NA,Martins Creek,40.78683506,-75.18629398,NAD83,,,,,
1953,PFBC,Jason Detar,2530-1,NA,Spring Creek,40.78771908,-77.79773671,NAD83,,,,,
13703,NYDEC,NA,NA,NA,Carmans River,40.78845193,-72.88636598,NA,,,,,
2340,PFBC,Jason Detar,3117-2,NA,Locust Creek,40.78889769,-76.06716017,NAD83,,,,,
2641,PFBC,Jason Detar,3817-1,NA,Havice Creek,40.789722,-77.471389,NAD83,,,,,
2983,PFBC,Jason Detar,6192-2,NA,Mountain Branch,40.79000581,-78.32867045,NAD83,,,,,
3082,PFBC,Jason Detar,7112-1,NA,Unt To Mahoning Creek (RM 7.04),40.790276,-75.799452,NAD83,,,,,
18474,NYDEC,NA,NA,NA,Yaphank Creek,40.79041778,-72.90128421,NA,,,,,
13434,NYDEC,NA,NA,NA,Yaphank Creek,40.79053357,-72.90170723,NA,,,,,
18475,NYDEC,NA,NA,NA,Yaphank Creek,40.79098877,-72.90098178,NA,,,,,
2338,PFBC,Jason Detar,3111-2,NA,Owl Creek,40.791111,-75.973056,NAD83,,,,,
1933,PFBC,Jason Detar,2486-1,NA,Cush Creek,40.79368909,-78.85387194,NAD83,,,,,
1917,PFBC,Jason Detar,2459-2,NA,Sawmill Run,40.793788,-78.76010127,NAD83,,,,,
13718,NYDEC,NA,NA,NA,Carmans River,40.79383167,-72.88501007,NA,,,,,
2636,PFBC,Jason Detar,3812-1,NA,Treaster Run,40.793889,-77.386944,NAD83,,,,,
3112,PFBC,Jason Detar,81-1,NA,Cedar Run,40.79457752,-77.77644376,NAD83,,,,,
2118,PFBC,Jason Detar,2730-8,NA,Lehigh River,40.795556,-75.619167,NAD83,,,,,
13583,NYDEC,NA,NA,NA,Carmans River,40.79558868,-72.88258375,NA,,,,,
2819,PFBC,Jason Detar,4489-2,NA,Sober Run,40.795833,-75.308333,NAD83,,,,,
17748,NYDEC,NA,NA,NA,Carmans River,40.79664292,-72.88211169,NA,,,,,
1923,PFBC,Jason Detar,2465-2,NA,Potter Run,40.7982973,-77.62304939,NAD83,,,,,
2965,PFBC,Jason Detar,6163-1,NA,Rock Run,40.800278,-78.816389,NAD83,,,,,
2794,PFBC,Jason Detar,4356-1,NA,Unt To Cedar Run (mackey rn),40.8004165,-77.754028,NAD83,,,,,
2117,PFBC,Jason Detar,2730-7,NA,Lehigh River,40.800556,-75.670278,NAD83,,,,,
2972,PFBC,Jason Detar,6171-6,NA,Aquashicola Creek,40.80097325,-75.60479175,NAD83,,,,,
20608,NYDEC,NA,NA,NA,Carmans River,40.80203308,-72.88476149,NA,,,,,
2337,PFBC,Jason Detar,3111-1,NA,Owl Creek,40.8025,-75.911389,NAD83,,,,,
1560,PFBC,Jason Detar,1655-1,NA,Nis Hollow Run,40.803344,-75.674275,NAD83,,,,,
19052,NYDEC,NA,NA,NA,Hards Lake,40.80479459,-72.88799298,NA,,,,,
14614,NYDEC,NA,NA,NA,Hards Lake,40.80650017,-72.88816412,NA,,,,,
19053,NYDEC,NA,NA,NA,Hards Lake,40.80689508,-72.88759443,NA,,,,,
2364,PFBC,Jason Detar,3193-3,NA,Little Schuylkill River,40.80691013,-75.97343763,NAD83,,,,,
2122,PFBC,Jason Detar,2735-3,NA,Martins Creek,40.80714691,-75.19595973,NAD83,,,,,
15231,NYDEC,NA,NA,NA,Terrell River,40.80793934,-72.77312705,NA,,,,,
1561,PFBC,Jason Detar,1656-1,NA,Fireline Creek,40.80865324,-75.65243997,NAD83,,,,,
1920,PFBC,Jason Detar,2462-2,NA,Laurel Run (port),40.808889,-78.066667,NAD83,,,,,
1934,PFBC,Jason Detar,2488-1,NA,Big Poe Creek,40.80922961,-77.50445342,NAD83,,,,,
2682,PFBC,Jason Detar,4019-1,NA,Trout Run,40.81055533,-78.266389,NAD83,,,,,
1452,PFBC,Jason Detar,1380-1,NA,Unt To Slab Cabin Run (thompson run),40.811111,-77.836111,NAD83,,,,,
2892,PFBC,Jason Detar,5790-1,NA,Bull Run,40.81212,-77.26775,NAD83,,,,,
19050,NYDEC,NA,NA,NA,Hards Lake,40.81226115,-72.89041179,NA,,,,,
19051,NYDEC,NA,NA,NA,Hards Lake,40.81281519,-72.89016897,NA,,,,,
3040,PFBC,Jason Detar,639-1,NA,Mill Creek,40.813056,-75.592778,NAD83,,,,,
1834,PFBC,Jason Detar,2231-2,NA,Swift Run,40.81320687,-77.2524741,NAD83,,,,,
1924,PFBC,Jason Detar,2466-1,NA,Slab Cabin Run,40.81371862,-77.83025069,NAD83,,,,,
2971,PFBC,Jason Detar,6171-5,NA,Aquashicola Creek,40.81391418,-75.56085882,NAD83,,,,,
19799,NYDEC,NA,NA,NA,Carmans River,40.8144391,-72.8883391,NA,,,,,
2429,PFBC,Jason Detar,3334-2,NA,Stewart Creek,40.815278,-75.740833,NAD83,,,,,
2686,PFBC,Jason Detar,4021-2,NA,Sinking Creek,40.81562507,-77.63075768,NAD83,,,,,
1408,PFBC,Jason Detar,1270-1,NA,Unt To Little Schuylkill River (hometown's park),40.8157,-75.97802,NAD83,,,,,
16283,NYDEC,NA,NA,NA,Carmans River,40.81617613,-72.88924436,NA,,,,,
20436,NYDEC,NA,NA,NA,Carmans River,40.81699535,-72.88921839,NA,,,,,
15583,NYDEC,NA,NA,NA,Carmans River,40.81732475,-72.88900638,NA,,,,,
2426,PFBC,Jason Detar,3330-1,NA,White Bear Creek,40.819527,-75.8544015,NAD83,,,,,
1931,PFBC,Jason Detar,2483-1,NA,Swift Run,40.820278,-77.408056,NAD83,,,,,
2683,PFBC,Jason Detar,4020-1,NA,Weikert Run,40.820833,-77.364444,NAD83,,,,,
17843,NYDEC,NA,NA,NA,Carmans River,40.82216571,-72.8921729,NA,,,,,
16280,NYDEC,NA,NA,NA,Carmans River,40.82242678,-72.89216463,NA,,,,,
1930,PFBC,Jason Detar,2482-1,NA,Panther Run,40.822778,-77.431111,NAD83,,,,,
17751,NYDEC,NA,NA,NA,Carmans River,40.82284761,-72.89251889,NA,,,,,
2363,PFBC,Jason Detar,3193-2,NA,Little Schuylkill River,40.823351,-76.004618,NAD83,,,,,
20437,NYDEC,NA,NA,NA,Carmans River,40.82345708,-72.89185928,NA,,,,,
15356,NYDEC,NA,NA,NA,Carmans River,40.82348799,-72.89207173,NA,,,,,
15582,NYDEC,NA,NA,NA,Carmans River,40.82369145,-72.89236173,NA,,,,,
15338,NYDEC,NA,NA,NA,Unnamed Water,40.82394931,-73.22911763,NA,,,,,
19801,NYDEC,NA,NA,NA,Carmans River,40.82409396,-72.89220669,NA,,,,,
2849,PFBC,Jason Detar,475-1,NA,Beaver Run,40.82412774,-78.35216421,NAD83,,,,,
17274,NYDEC,NA,NA,NA,Unnamed Water,40.82420052,-73.22905165,NA,,,,,
17273,NYDEC,NA,NA,NA,Unnamed Water,40.82454468,-73.22917294,NA,,,,,
15331,NYDEC,NA,NA,NA,Unnamed Water,40.82483153,-73.22790833,NA,,,,,
1919,PFBC,Jason Detar,2462-1,NA,Laurel Run (port),40.825,-78.108333,NAD83,,,,,
16279,NYDEC,NA,NA,NA,Carmans River,40.82507878,-72.89286326,NA,,,,,
15581,NYDEC,NA,NA,NA,Carmans River,40.82641383,-72.89346132,NA,,,,,
15355,NYDEC,NA,NA,NA,Carmans River,40.82651982,-72.8953197,NA,,,,,
16595,NYDEC,NA,NA,NA,Carmans River,40.8268342,-72.89625841,NA,,,,,
13564,NYDEC,NA,NA,NA,Lake Ronkonkoma,40.82766428,-73.12229075,NA,,,,,
17275,NYDEC,NA,NA,NA,Unnamed Water,40.82766741,-73.22546107,NA,,,,,
3106,PFBC,Jason Detar,78-3,NA,Little Mahoning Creek,40.828056,-78.952778,NAD83,,,,,
16281,NYDEC,NA,NA,NA,Carmans River,40.8285182,-72.90415039,NA,,,,,
17842,NYDEC,NA,NA,NA,Carmans River,40.8287782,-72.9040829,NA,,,,,
16282,NYDEC,NA,NA,NA,Carmans River,40.82877876,-72.90114196,NA,,,,,
17841,NYDEC,NA,NA,NA,Carmans River,40.82896215,-72.90231018,NA,,,,,
19800,NYDEC,NA,NA,NA,Carmans River,40.82900177,-72.90201246,NA,,,,,
15585,NYDEC,NA,NA,NA,Carmans River,40.82928737,-72.90285728,NA,,,,,
15584,NYDEC,NA,NA,NA,Carmans River,40.82933045,-72.90522766,NA,,,,,
15358,NYDEC,NA,NA,NA,Carmans River,40.82955102,-72.90299127,NA,,,,,
20438,NYDEC,NA,NA,NA,Carmans River,40.82970692,-72.90363859,NA,,,,,
2970,PFBC,Jason Detar,6171-4,NA,Aquashicola Creek,40.8310518,-75.45543091,NAD83,,,,,
1552,PFBC,Jason Detar,1633-1,NA,Little Catawissa Creek,40.831111,-76.30439382,NAD83,,,,,
1936,PFBC,Jason Detar,2490-1,NA,Muddy Creek,40.831111,-77.561944,NAD83,,,,,
15357,NYDEC,NA,NA,NA,Carmans River,40.83184351,-72.90621586,NA,,,,,
1537,PFBC,Jason Detar,161-4,NA,South Branch Roaring Creek,40.8325,-76.503611,NAD83,,,,,
1935,PFBC,Jason Detar,2488-3,NA,Big Poe Creek,40.83333276,-77.43833276,NAD83,,,,,
20628,NYDEC,NA,NA,NA,Lower Lake,40.83404875,-72.91706908,NA,,,,,
18104,NYDEC,NA,NA,NA,Carmans River,40.83448001,-72.9120271,NA,,,,,
3022,PFBC,Jason Detar,6237-4,NA,Buckwha Creek,40.834883,-75.516481,NAD83,,,,,
2472,PFBC,Jason Detar,3471-1,NA,Buffalo Run,40.835556,-77.924722,NAD83,,,,,
2947,PFBC,Jason Detar,6111-2,NA,Waltz Creek,40.83557165,-75.21656859,NAD83,,,,,
1559,PFBC,Jason Detar,1654-2,NA,Bull Run,40.838333,-75.665,NAD83,,,,,
15333,NYDEC,NA,NA,NA,Unnamed Water,40.83835602,-73.22873417,NA,,,,,
1954,PFBC,Jason Detar,2530-2,NA,Spring Creek,40.83854225,-77.81765243,NAD83,,,,,
2684,PFBC,Jason Detar,4020-2,NA,Weikert Run,40.83876947,-77.30692771,NAD83,,,,,
18155,NYDEC,NA,NA,NA,Carmans River,40.84055855,-72.93545096,NA,,,,,
1811,PFBC,Jason Detar,2199-3,NA,Bald Eagle Creek,40.84089271,-77.98093271,NAD83,,,,,
3047,PFBC,Jason Detar,6472-1,NA,Unt To Lehigh Canal Rm 40.42 (weissport),40.841,-75.689066,NAD83,,,,,
3020,PFBC,Jason Detar,6228-4,NA,Pohopoco Creek,40.8423147,-75.65860173,NAD83,,,,,
1820,PFBC,Jason Detar,2207-3,NA,Penns Creek,40.84394462,-77.43081448,NAD83,,,,,
2427,PFBC,Jason Detar,3331-1,NA,Beaver Run,40.844028,-75.7305,NAD83,,,,,
15249,NYDEC,NA,NA,NA,St. John's Stream,40.84434499,-73.45750739,NA,,,,,
1821,PFBC,Jason Detar,2207-4,NA,Penns Creek,40.84518152,-77.3710298,NAD83,,,,,
2704,PFBC,Jason Detar,4041-1,NA,Cold Stream,40.845278,-78.20984394,NAD83,,,,,
1822,PFBC,Jason Detar,2207-5,NA,Penns Creek,40.846389,-77.3175,NAD83,,,,,
13423,NYDEC,NA,NA,NA,Nissequogue River,40.84642332,-73.2261469,NA,,,,,
17844,NYDEC,NA,NA,NA,Nissequogue River,40.84676967,-73.22641049,NA,,,,,
13424,NYDEC,NA,NA,NA,Nissequogue River,40.84732373,-73.22612289,NA,,,,,
2889,PFBC,Jason Detar,5733-1,NA,Lick Run,40.84812,-77.27813,NAD83,,,,,
13425,NYDEC,NA,NA,NA,Nissequogue River,40.84822415,-73.22609887,NA,,,,,
13426,NYDEC,NA,NA,NA,Nissequogue River,40.84910632,-73.22488908,NA,,,,,
2124,PFBC,Jason Detar,2736-1,NA,Hunter Creek,40.84942693,-75.53728288,NAD83,,,,,
1519,PFBC,Jason Detar,155-1,NA,Mugser Run,40.849722,-76.433333,NAD83,,,,,
15150,NYDEC,NA,NA,NA,Nissequogue River,40.8499702,-73.22249348,NA,,,,,
13427,NYDEC,NA,NA,NA,Nissequogue River,40.84998847,-73.22367926,NA,,,,,
1819,PFBC,Jason Detar,2207-2,NA,Penns Creek,40.8502595,-77.52400549,NAD83,,,,,
14820,NYDEC,NA,NA,NA,Nissequogue River,40.85083404,-73.22009782,NA,,,,,
2428,PFBC,Jason Detar,3331-2,NA,Beaver Run,40.8509127,-75.71258,NAD83,,,,,
14309,NYDEC,NA,NA,NA,Nissequogue River,40.85171614,-73.21888791,NA,,,,,
2874,PFBC,Jason Detar,5405-1,NA,Coral Run,40.85188,-77.26737,NAD83,,,,,
2969,PFBC,Jason Detar,6171-3,NA,Aquashicola Creek,40.8525,-75.360833,NAD83,,,,,
15337,NYDEC,NA,NA,NA,Unnamed Water,40.85364487,-73.22714058,NA,,,,,
2126,PFBC,Jason Detar,2739-3,NA,Princess Run,40.853889,-75.439444,NAD83,,,,,
13935,NYDEC,NA,NA,NA,Nissequogue River,40.85438072,-73.21644383,NA,,,,,
2125,PFBC,Jason Detar,2737-1,NA,Sawmill Run,40.85489172,-75.65078472,NAD83,,,,,
2914,PFBC,Jason Detar,596-4,NA,Nesquehoning Creek,40.858116,-75.852787,NAD83,,,,,
1538,PFBC,Jason Detar,161-5,NA,South Branch Roaring Creek,40.858146,-76.50550671,NAD83,,,,,
13936,NYDEC,NA,NA,NA,Nissequogue River,40.85879089,-73.21039337,NA,,,,,
1504,PFBC,Jason Detar,151-1,NA,Trexler Run,40.859167,-76.266667,NAD83,,,,,
1498,PFBC,Jason Detar,1493-1,NA,Unt To Sixmile Rn (at dayton dam),40.86037,-78.115067,NAD83,,,,,
2693,PFBC,Jason Detar,4025-1,NA,Tomtit Run,40.86108507,-78.19516807,NAD83,,,,,
2681,PFBC,Jason Detar,4018-2,NA,Cherry Run,40.86117532,-77.35480695,NAD83,,,,,
1506,PFBC,Jason Detar,152-1,NA,Rattling Run,40.862778,-76.187222,NAD83,,,,,
2945,PFBC,Jason Detar,6109-1,NA,Gap Run,40.86289,-77.732434,NAD83,,,,,
2121,PFBC,Jason Detar,2735-1,NA,Martins Creek,40.86390854,-75.20679822,NAD83,,,,,
14823,NYDEC,NA,NA,NA,Nissequogue River,40.86404567,-73.20075973,NA,,,,,
2691,PFBC,Jason Detar,4023-1,NA,Snyder Run,40.866889,-78.7078888,NAD83,,,,,
2127,PFBC,Jason Detar,2742-1,NA,Broad Run,40.8675,-75.8661115,NAD83,,,,,
2651,PFBC,Jason Detar,3932-1,NA,Logan Branch,40.86795003,-77.75935011,NAD83,,,,,
2700,PFBC,Jason Detar,4035-1,NA,Gazzam Run,40.868611,-78.573889,NAD83,,,,,
1520,PFBC,Jason Detar,155-2,NA,Mugser Run,40.86906619,-76.47573429,NAD83,,,,,
2697,PFBC,Jason Detar,4026-5,NA,Pine Creek,40.869167,-77.45418707,NAD83,,,,,
1510,PFBC,Jason Detar,154-2,NA,Messers Run,40.869444,-76.070556,NAD83,,,,,
1509,PFBC,Jason Detar,153-1,NA,Davis Run,40.869722,-76.145,NAD83,,,,,
2699,PFBC,Jason Detar,4032-1,NA,Unt To Campbell Run,40.8698888,-78.6013336,NAD83,,,,,
1958,PFBC,Jason Detar,2532-1,NA,Sixmile Run,40.870833,-78.118611,NAD83,,,,,
1511,PFBC,Jason Detar,154-3,NA,Messers Run,40.872222,-76.09,NAD83,,,,,
1553,PFBC,Jason Detar,1633-2,NA,Little Catawissa Creek,40.872222,-76.235556,NAD83,,,,,
2128,PFBC,Jason Detar,2745-2,NA,Pine Run,40.8725,-75.625556,NAD83,,,,,
14607,NYDEC,NA,NA,NA,Mill Pond,40.87334242,-73.53990418,NA,,,,,
2680,PFBC,Jason Detar,4018-1,NA,Cherry Run,40.87361146,-77.32320546,NAD83,,,,,
3053,PFBC,Jason Detar,6571-1,NA,Unt To Potts Run (rm 5.47),40.87384,-78.51201,NAD83,,,,,
3095,PFBC,Jason Detar,74-3,NA,North Fork Pine Creek,40.876111,-79.456944,NAD83,,,,,
17366,NYDEC,NA,NA,NA,Unnamed Water,40.87612888,-73.54013963,NA,,,,,
16435,NYDEC,NA,NA,NA,Beaver Brook,40.87614057,-73.56547681,NA,,,,,
16303,NYDEC,NA,NA,NA,Unnamed Water,40.8763423,-73.54276957,NA,,,,,
17367,NYDEC,NA,NA,NA,Unnamed Water,40.87639093,-73.54305333,NA,,,,,
1382,PFBC,Jason Detar,1106-1,NA,Robertson Run,40.87688876,-75.73848052,NAD83,,,,,
1513,PFBC,Jason Detar,1541-3,NA,Laurel Run,40.8775,-77.196944,NAD83,,,,,
16815,NYDEC,NA,NA,NA,Beaver Brook,40.87842976,-73.5655698,NA,,,,,
17353,NYDEC,NA,NA,NA,Beaver Brook,40.87868236,-73.56559995,NA,,,,,
14835,NYDEC,NA,NA,NA,Beaver Brook,40.87907329,-73.56588821,NA,,,,,
17354,NYDEC,NA,NA,NA,Beaver Brook,40.87946231,-73.56529827,NA,,,,,
16816,NYDEC,NA,NA,NA,Beaver Brook,40.87984128,-73.56534943,NA,,,,,
16417,NYDEC,NA,NA,NA,Beaver Brook,40.87988572,-73.56530099,NA,,,,,
2692,PFBC,Jason Detar,4024-2,NA,Laurel Run,40.879907,-77.96555533,NAD83,,,,,
16278,NYDEC,NA,NA,NA,Beaver Brook,40.88087441,-73.56584933,NA,,,,,
1533,PFBC,Jason Detar,160-1,NA,Lick Run,40.88115449,-76.38050839,NAD83,,,,,
2652,PFBC,Jason Detar,3932-2,NA,Logan Branch,40.88129341,-77.76348195,NAD83,,,,,
1955,PFBC,Jason Detar,2530-3,NA,Spring Creek,40.88268112,-77.79288685,NAD83,,,,,
2690,PFBC,Jason Detar,4022-5,NA,Elk Creek,40.883611,-77.467778,NAD83,,,,,
14613,NYDEC,NA,NA,NA,Flagg Creek,40.88522509,-73.6394282,NA,,,,,
14834,NYDEC,NA,NA,NA,Flagg Creek,40.88636968,-73.63947597,NA,,,,,
1539,PFBC,Jason Detar,161-6,NA,South Branch Roaring Creek,40.88682278,-76.5101475,NAD83,,,,,
1569,PFBC,Jason Detar,173-1,NA,Roaring Creek,40.88757486,-76.34914636,NAD83,,,,,
